lakeid,year4,gearid,spname,effort,total_caught
BM,1998,BSEINE,LARGEMOUTHBASS,12,7
BM,1998,BSEINE,MIMICSHINER,12,128
BM,1998,BSEINE,MOTTLEDSCULPIN,12,2
BM,1998,BSEINE,NORTHERNPIKE,12,2
BM,1998,BSEINE,ROCKBASS,12,29
BM,1998,BSEINE,SMALLMOUTHBASS,12,20
BM,1998,BSEINE,WALLEYE,12,5
BM,1998,BSEINE,WHITESUCKER,12,5
BM,1998,BSEINE,YELLOWPERCH,12,22
BM,1998,CRAYTR,BLUNTNOSEMINNOW,18,6
BM,1998,CRAYTR,ROCKBASS,18,2
BM,1998,CRAYTR,YELLOWPERCH,18,1
BM,1998,ELFISH,BLUEGILL,3,2
BM,1998,ELFISH,BLUNTNOSEMINNOW,3,55
BM,1998,ELFISH,JOHNNYDARTER,3,1
BM,1998,ELFISH,LOGPERCH,3,2
BM,1998,ELFISH,MIMICSHINER,3,93
BM,1998,ELFISH,MOTTLEDSCULPIN,3,2
BM,1998,ELFISH,MUSKELLUNGE,3,1
BM,1998,ELFISH,NORTHERNPIKE,3,2
BM,1998,ELFISH,ROCKBASS,3,8
BM,1998,ELFISH,SMALLMOUTHBASS,3,33
BM,1998,ELFISH,WALLEYE,3,40
BM,1998,ELFISH,WHITESUCKER,3,1
BM,1998,ELFISH,YELLOWPERCH,3,11
BM,1998,FYKNET,BLACKCRAPPIE,6,1
BM,1998,FYKNET,BLUEGILL,6,1
BM,1998,FYKNET,BLUNTNOSEMINNOW,6,58
BM,1998,FYKNET,LARGEMOUTHBASS,6,17
BM,1998,FYKNET,MIMICSHINER,6,10
BM,1998,FYKNET,MUSKELLUNGE,6,1
BM,1998,FYKNET,PUMPKINSEED,6,3
BM,1998,FYKNET,ROCKBASS,6,46
BM,1998,FYKNET,SMALLMOUTHBASS,6,125
BM,1998,FYKNET,WHITESUCKER,6,2
BM,1998,FYKNET,YELLOWBULLHEAD,6,1
BM,1998,FYKNET,YELLOWPERCH,6,9
BM,1998,TRAMML,MUSKELLUNGE,2,1
BM,1998,TRAMML,NORTHERNPIKE,2,9
BM,1998,TRAMML,ROCKBASS,2,4
BM,1998,TRAMML,SMALLMOUTHBASS,2,3
BM,1998,TRAMML,WALLEYE,2,4
BM,1998,TRAMML,YELLOWPERCH,2,5
BM,1998,VGN019,CISCO,2,21
BM,1998,VGN025,CISCO,2,1
BM,1998,VGN051,WALLEYE,2,1
BM,1998,VGN064,CISCO,2,1
BM,1998,VGN064,WALLEYE,2,1
BM,1998,VGN089,CISCO,2,6
BM,1999,BSEINE,BLUEGILL,12,13
BM,1999,BSEINE,BLUNTNOSEMINNOW,12,38
BM,1999,BSEINE,BURBOT,12,7
BM,1999,BSEINE,IOWADARTER,12,1
BM,1999,BSEINE,JOHNNYDARTER,12,3
BM,1999,BSEINE,LARGEMOUTHBASS,12,5
BM,1999,BSEINE,MIMICSHINER,12,57
BM,1999,BSEINE,MOTTLEDSCULPIN,12,3
BM,1999,BSEINE,NORTHERNPIKE,12,2
BM,1999,BSEINE,PUMPKINSEED,12,1
BM,1999,BSEINE,ROCKBASS,12,24
BM,1999,BSEINE,SMALLMOUTHBASS,12,10
BM,1999,BSEINE,WALLEYE,12,51
BM,1999,BSEINE,WHITESUCKER,12,9
BM,1999,BSEINE,YELLOWPERCH,12,167
BM,1999,CRAYTR,BLUNTNOSEMINNOW,18,7
BM,1999,CRAYTR,YELLOWPERCH,18,3
BM,1999,ELFISH,BLUNTNOSEMINNOW,3,2
BM,1999,ELFISH,LOGPERCH,3,3
BM,1999,ELFISH,MIMICSHINER,3,3
BM,1999,ELFISH,ROCKBASS,3,4
BM,1999,ELFISH,SMALLMOUTHBASS,3,11
BM,1999,ELFISH,WALLEYE,3,38
BM,1999,ELFISH,WHITESUCKER,3,1
BM,1999,ELFISH,YELLOWPERCH,3,5
BM,1999,FYKNET,BLUEGILL,6,8
BM,1999,FYKNET,BLUNTNOSEMINNOW,6,50
BM,1999,FYKNET,BURBOT,6,2
BM,1999,FYKNET,LARGEMOUTHBASS,6,9
BM,1999,FYKNET,MIMICSHINER,6,5
BM,1999,FYKNET,MOTTLEDSCULPIN,6,1
BM,1999,FYKNET,PUMPKINSEED,6,3
BM,1999,FYKNET,ROCKBASS,6,27
BM,1999,FYKNET,SMALLMOUTHBASS,6,119
BM,1999,FYKNET,WALLEYE,6,1
BM,1999,FYKNET,YELLOWPERCH,6,62
BM,1999,TRAMML,NORTHERNPIKE,2,3
BM,1999,TRAMML,ROCKBASS,2,7
BM,1999,TRAMML,SMALLMOUTHBASS,2,7
BM,1999,TRAMML,WALLEYE,2,7
BM,1999,TRAMML,YELLOWPERCH,2,4
BM,1999,VGN019,CISCO,2,192
BM,1999,VGN019,YELLOWPERCH,2,2
BM,1999,VGN051,WALLEYE,2,2
BM,1999,VGN064,CISCO,2,5
BM,1999,VGN064,WALLEYE,2,1
BM,1999,VGN089,CISCO,2,4
BM,1999,VGN089,WALLEYE,2,1
BM,2000,BSEINE,BLUEGILL,12,1
BM,2000,BSEINE,BLUNTNOSEMINNOW,12,2
BM,2000,BSEINE,IOWADARTER,12,1
BM,2000,BSEINE,LARGEMOUTHBASS,12,1
BM,2000,BSEINE,MIMICSHINER,12,3
BM,2000,BSEINE,MOTTLEDSCULPIN,12,1
BM,2000,BSEINE,PUMPKINSEED,12,2
BM,2000,BSEINE,ROCKBASS,12,2
BM,2000,BSEINE,SMALLMOUTHBASS,12,14
BM,2000,BSEINE,WALLEYE,12,19
BM,2000,BSEINE,WHITESUCKER,12,4
BM,2000,BSEINE,YELLOWPERCH,12,284
BM,2000,ELFISH,BLUEGILL,3,2
BM,2000,ELFISH,BLUNTNOSEMINNOW,3,20
BM,2000,ELFISH,GRASSPICKEREL,3,1
BM,2000,ELFISH,JOHNNYDARTER,3,17
BM,2000,ELFISH,LOGPERCH,3,1
BM,2000,ELFISH,MIMICSHINER,3,38
BM,2000,ELFISH,MOTTLEDSCULPIN,3,1
BM,2000,ELFISH,MUSKELLUNGE,3,1
BM,2000,ELFISH,NORTHERNPIKE,3,1
BM,2000,ELFISH,ROCKBASS,3,12
BM,2000,ELFISH,SMALLMOUTHBASS,3,30
BM,2000,ELFISH,WALLEYE,3,143
BM,2000,ELFISH,WHITESUCKER,3,15
BM,2000,ELFISH,YELLOWPERCH,3,91
BM,2000,FYKNET,BLUEGILL,6,7
BM,2000,FYKNET,BLUNTNOSEMINNOW,6,78
BM,2000,FYKNET,COMMONSHINER,6,2
BM,2000,FYKNET,JOHNNYDARTER,6,2
BM,2000,FYKNET,LARGEMOUTHBASS,6,16
BM,2000,FYKNET,LOGPERCH,6,1
BM,2000,FYKNET,NORTHERNPIKE,6,2
BM,2000,FYKNET,ROCKBASS,6,26
BM,2000,FYKNET,SMALLMOUTHBASS,6,212
BM,2000,FYKNET,WALLEYE,6,3
BM,2000,FYKNET,WHITESUCKER,6,3
BM,2000,FYKNET,YELLOWPERCH,6,489
BM,2000,TRAMML,NORTHERNPIKE,2,4
BM,2000,TRAMML,SMALLMOUTHBASS,2,6
BM,2000,TRAMML,YELLOWPERCH,2,10
BM,2000,VGN019,CISCO,2,53
BM,2000,VGN019,WALLEYE,2,1
BM,2000,VGN032,CISCO,2,10
BM,2000,VGN038,CISCO,2,10
BM,2000,VGN038,WALLEYE,2,3
BM,2000,VGN051,CISCO,2,5
BM,2000,VGN051,WALLEYE,2,1
BM,2000,VGN064,CISCO,2,9
BM,2000,VGN089,CISCO,2,7
BM,2001,BSEINE,BLUNTNOSEMINNOW,12,15
BM,2001,BSEINE,LARGEMOUTHBASS,12,1
BM,2001,BSEINE,MIMICSHINER,12,3
BM,2001,BSEINE,MOTTLEDSCULPIN,12,1
BM,2001,BSEINE,MUSKELLUNGE,12,1
BM,2001,BSEINE,PUMPKINSEED,12,2
BM,2001,BSEINE,ROCKBASS,12,7
BM,2001,BSEINE,SMALLMOUTHBASS,12,78
BM,2001,BSEINE,WALLEYE,12,64
BM,2001,BSEINE,WHITESUCKER,12,22
BM,2001,BSEINE,YELLOWPERCH,12,23
BM,2001,CRAYTR,ROCKBASS,18,1
BM,2001,CRAYTR,WHITESUCKER,18,1
BM,2001,CRAYTR,YELLOWPERCH,18,1
BM,2001,ELFISH,BLUNTNOSEMINNOW,3,38
BM,2001,ELFISH,JOHNNYDARTER,3,2
BM,2001,ELFISH,LOGPERCH,3,2
BM,2001,ELFISH,MIMICSHINER,3,40
BM,2001,ELFISH,MUSKYPIKEHYBRID,3,2
BM,2001,ELFISH,PUMPKINSEED,3,4
BM,2001,ELFISH,ROCKBASS,3,24
BM,2001,ELFISH,SMALLMOUTHBASS,3,24
BM,2001,ELFISH,WALLEYE,3,144
BM,2001,ELFISH,WHITESUCKER,3,9
BM,2001,ELFISH,YELLOWPERCH,3,31
BM,2001,FYKNET,BLUEGILL,6,1
BM,2001,FYKNET,BLUNTNOSEMINNOW,6,94
BM,2001,FYKNET,JOHNNYDARTER,6,2
BM,2001,FYKNET,LARGEMOUTHBASS,6,3
BM,2001,FYKNET,MIMICSHINER,6,1613
BM,2001,FYKNET,PUMPKINSEED,6,2
BM,2001,FYKNET,ROCKBASS,6,79
BM,2001,FYKNET,SMALLMOUTHBASS,6,239
BM,2001,FYKNET,WALLEYE,6,3
BM,2001,FYKNET,WHITESUCKER,6,9
BM,2001,FYKNET,YELLOWPERCH,6,47
BM,2001,TRAMML,NORTHERNPIKE,2,2
BM,2001,TRAMML,ROCKBASS,2,5
BM,2001,TRAMML,SMALLMOUTHBASS,2,3
BM,2001,TRAMML,WALLEYE,2,4
BM,2001,TRAMML,WHITESUCKER,2,1
BM,2001,TRAMML,YELLOWPERCH,2,7
BM,2001,VGN019,CISCO,2,21
BM,2001,VGN019,WALLEYE,2,1
BM,2001,VGN032,WALLEYE,2,3
BM,2001,VGN038,WALLEYE,2,1
BM,2001,VGN064,CISCO,2,1
BM,2001,VGN064,WALLEYE,2,2
BM,2001,VGN089,CISCO,2,2
BM,2002,BSEINE,BLACKCRAPPIE,12,1
BM,2002,BSEINE,BLUNTNOSEMINNOW,12,17
BM,2002,BSEINE,JOHNNYDARTER,12,6
BM,2002,BSEINE,MIMICSHINER,12,11
BM,2002,BSEINE,MOTTLEDSCULPIN,12,1
BM,2002,BSEINE,ROCKBASS,12,12
BM,2002,BSEINE,SMALLMOUTHBASS,12,89
BM,2002,BSEINE,WALLEYE,12,14
BM,2002,BSEINE,WHITESUCKER,12,2
BM,2002,BSEINE,YELLOWPERCH,12,52
BM,2002,ELFISH,BLUNTNOSEMINNOW,3,11
BM,2002,ELFISH,MUSKELLUNGE,3,1
BM,2002,ELFISH,PUMPKINSEED,3,1
BM,2002,ELFISH,ROCKBASS,3,6
BM,2002,ELFISH,ROSYFACESHINER,3,2
BM,2002,ELFISH,SHORTHEADREDHORS,3,1
BM,2002,ELFISH,SMALLMOUTHBASS,3,12
BM,2002,ELFISH,WALLEYE,3,33
BM,2002,ELFISH,WHITESUCKER,3,2
BM,2002,ELFISH,YELLOWPERCH,3,6
BM,2002,FYKNET,BLUEGILL,6,2
BM,2002,FYKNET,BLUNTNOSEMINNOW,6,17
BM,2002,FYKNET,BURBOT,6,1
BM,2002,FYKNET,LARGEMOUTHBASS,6,1
BM,2002,FYKNET,MIMICSHINER,6,4
BM,2002,FYKNET,PUMPKINSEED,6,1
BM,2002,FYKNET,ROCKBASS,6,46
BM,2002,FYKNET,SMALLMOUTHBASS,6,832
BM,2002,FYKNET,WALLEYE,6,1
BM,2002,FYKNET,WHITESUCKER,6,5
BM,2002,FYKNET,YELLOWPERCH,6,101
BM,2002,TRAMML,NORTHERNPIKE,2,2
BM,2002,TRAMML,ROCKBASS,2,9
BM,2002,TRAMML,SMALLMOUTHBASS,2,3
BM,2002,TRAMML,WALLEYE,2,6
BM,2002,TRAMML,WHITESUCKER,2,1
BM,2002,VGN019,CISCO,2,3
BM,2002,VGN019,WALLEYE,2,8
BM,2002,VGN025,WALLEYE,2,1
BM,2002,VGN038,CISCO,2,2
BM,2002,VGN038,WALLEYE,2,3
BM,2002,VGN064,WALLEYE,2,3
BM,2002,VGN089,CISCO,2,1
BM,2003,BSEINE,BLACKNOSESHINER,12,1
BM,2003,BSEINE,BLUEGILL,12,1
BM,2003,BSEINE,BLUNTNOSEMINNOW,12,29
BM,2003,BSEINE,GOLDENSHINER,12,1
BM,2003,BSEINE,JOHNNYDARTER,12,6
BM,2003,BSEINE,LARGEMOUTHBASS,12,1
BM,2003,BSEINE,MOTTLEDSCULPIN,12,3
BM,2003,BSEINE,ROCKBASS,12,5
BM,2003,BSEINE,SMALLMOUTHBASS,12,21
BM,2003,BSEINE,WALLEYE,12,10
BM,2003,BSEINE,WHITESUCKER,12,85
BM,2003,BSEINE,YELLOWPERCH,12,74
BM,2003,CRAYTR,BURBOT,18,1
BM,2003,CRAYTR,ROCKBASS,18,1
BM,2003,CRAYTR,SMALLMOUTHBASS,18,1
BM,2003,ELFISH,BLACKCHINSHINER,3,1
BM,2003,ELFISH,BLACKNOSESHINER,3,1
BM,2003,ELFISH,BLUNTNOSEMINNOW,3,22
BM,2003,ELFISH,BURBOT,3,3
BM,2003,ELFISH,GOLDENSHINER,3,8
BM,2003,ELFISH,GREENSUNFISH,3,1
BM,2003,ELFISH,JOHNNYDARTER,3,3
BM,2003,ELFISH,MIMICSHINER,3,2
BM,2003,ELFISH,MOTTLEDSCULPIN,3,1
BM,2003,ELFISH,ROCKBASS,3,13
BM,2003,ELFISH,SMALLMOUTHBASS,3,73
BM,2003,ELFISH,WALLEYE,3,133
BM,2003,ELFISH,WHITESUCKER,3,15
BM,2003,ELFISH,YELLOWPERCH,3,40
BM,2003,FYKNET,BLACKCRAPPIE,6,1
BM,2003,FYKNET,BLUNTNOSEMINNOW,6,49
BM,2003,FYKNET,GOLDENSHINER,6,1
BM,2003,FYKNET,JOHNNYDARTER,6,2
BM,2003,FYKNET,LARGEMOUTHBASS,6,15
BM,2003,FYKNET,MIMICSHINER,6,4
BM,2003,FYKNET,MOTTLEDSCULPIN,6,2
BM,2003,FYKNET,ROCKBASS,6,86
BM,2003,FYKNET,SMALLMOUTHBASS,6,112
BM,2003,FYKNET,WALLEYE,6,17
BM,2003,FYKNET,WHITESUCKER,6,233
BM,2003,FYKNET,YELLOWPERCH,6,695
BM,2003,TRAMML,MUSKYPIKEHYBRID,2,1
BM,2003,TRAMML,ROCKBASS,2,11
BM,2003,TRAMML,SMALLMOUTHBASS,2,4
BM,2003,TRAMML,WALLEYE,2,3
BM,2003,TRAMML,YELLOWPERCH,2,2
BM,2003,VGN019,CISCO,2,65
BM,2003,VGN019,WALLEYE,2,2
BM,2003,VGN032,WALLEYE,2,3
BM,2003,VGN038,CISCO,2,2
BM,2003,VGN038,WALLEYE,2,1
BM,2003,VGN051,WALLEYE,2,1
BM,2003,VGN064,CISCO,2,1
BM,2003,VGN089,CISCO,2,1
BM,2004,BSEINE,BLACKCRAPPIE,12,1
BM,2004,BSEINE,BLUEGILL,12,1
BM,2004,BSEINE,BLUNTNOSEMINNOW,12,22
BM,2004,BSEINE,GRASSPICKEREL,12,1
BM,2004,BSEINE,JOHNNYDARTER,12,6
BM,2004,BSEINE,LARGEMOUTHBASS,12,9
BM,2004,BSEINE,MIMICSHINER,12,2
BM,2004,BSEINE,MUSKELLUNGE,12,1
BM,2004,BSEINE,PUMPKINSEED,12,1
BM,2004,BSEINE,ROCKBASS,12,26
BM,2004,BSEINE,SLIMYSCULPIN,12,1
BM,2004,BSEINE,SMALLMOUTHBASS,12,9
BM,2004,BSEINE,UNIDENTIFIED,12,4
BM,2004,BSEINE,WALLEYE,12,14
BM,2004,BSEINE,WHITESUCKER,12,7
BM,2004,BSEINE,YELLOWPERCH,12,625
BM,2004,CRAYTR,BLUNTNOSEMINNOW,18,1
BM,2004,CRAYTR,ROCKBASS,18,3
BM,2004,CRAYTR,SMALLMOUTHBASS,18,2
BM,2004,CRAYTR,YELLOWPERCH,18,2
BM,2004,ELFISH,BLUNTNOSEMINNOW,3,12
BM,2004,ELFISH,BURBOT,3,1
BM,2004,ELFISH,JOHNNYDARTER,3,4
BM,2004,ELFISH,LOGPERCH,3,1
BM,2004,ELFISH,MIMICSHINER,3,6
BM,2004,ELFISH,ROCKBASS,3,9
BM,2004,ELFISH,SMALLMOUTHBASS,3,7
BM,2004,ELFISH,WALLEYE,3,43
BM,2004,ELFISH,WHITESUCKER,3,2
BM,2004,ELFISH,YELLOWPERCH,3,34
BM,2004,FYKNET,BLUEGILL,6,1
BM,2004,FYKNET,BLUNTNOSEMINNOW,6,17
BM,2004,FYKNET,GRASSPICKEREL,6,1
BM,2004,FYKNET,MIMICSHINER,6,949
BM,2004,FYKNET,ROCKBASS,6,74
BM,2004,FYKNET,SMALLMOUTHBASS,6,38
BM,2004,FYKNET,WALLEYE,6,9
BM,2004,FYKNET,WHITESUCKER,6,41
BM,2004,FYKNET,YELLOWPERCH,6,1638
BM,2004,TRAMML,NORTHERNPIKE,2,5
BM,2004,TRAMML,ROCKBASS,2,3
BM,2004,TRAMML,SMALLMOUTHBASS,2,4
BM,2004,TRAMML,WALLEYE,2,4
BM,2004,TRAMML,WHITESUCKER,2,2
BM,2004,TRAMML,YELLOWPERCH,2,3
BM,2004,VGN019,CISCO,2,14
BM,2004,VGN032,WALLEYE,2,1
BM,2004,VGN038,WALLEYE,2,1
BM,2004,VGN051,CISCO,2,1
BM,2005,BSEINE,BLUNTNOSEMINNOW,12,20
BM,2005,BSEINE,JOHNNYDARTER,12,6
BM,2005,BSEINE,MOTTLEDSCULPIN,12,3
BM,2005,BSEINE,NORTHERNPIKE,12,2
BM,2005,BSEINE,ROCKBASS,12,6
BM,2005,BSEINE,SMALLMOUTHBASS,12,49
BM,2005,BSEINE,WALLEYE,12,22
BM,2005,BSEINE,YELLOWPERCH,12,141
BM,2005,CRAYTR,BLUNTNOSEMINNOW,17,1
BM,2005,CRAYTR,YELLOWPERCH,17,1
BM,2005,ELFISH,BLUNTNOSEMINNOW,3,14
BM,2005,ELFISH,BURBOT,3,1
BM,2005,ELFISH,GOLDENREDHORSE,3,2
BM,2005,ELFISH,JOHNNYDARTER,3,1
BM,2005,ELFISH,LOGPERCH,3,1
BM,2005,ELFISH,MIMICSHINER,3,56
BM,2005,ELFISH,NORTHERNPIKE,3,2
BM,2005,ELFISH,ROCKBASS,3,8
BM,2005,ELFISH,SMALLMOUTHBASS,3,23
BM,2005,ELFISH,UNIDMINNOW,3,17
BM,2005,ELFISH,WALLEYE,3,61
BM,2005,ELFISH,WHITESUCKER,3,1
BM,2005,ELFISH,YELLOWPERCH,3,23
BM,2005,FYKNET,BLUEGILL,6,3
BM,2005,FYKNET,BLUNTNOSEMINNOW,6,15
BM,2005,FYKNET,BURBOT,6,1
BM,2005,FYKNET,JOHNNYDARTER,6,1
BM,2005,FYKNET,MIMICSHINER,6,1
BM,2005,FYKNET,ROCKBASS,6,60
BM,2005,FYKNET,SMALLMOUTHBASS,6,113
BM,2005,FYKNET,WALLEYE,6,1
BM,2005,FYKNET,YELLOWPERCH,6,17
BM,2005,TRAMML,NORTHERNPIKE,2,2
BM,2005,TRAMML,ROCKBASS,2,7
BM,2005,TRAMML,SMALLMOUTHBASS,2,3
BM,2005,TRAMML,WALLEYE,2,11
BM,2005,TRAMML,WHITESUCKER,2,1
BM,2005,TRAMML,YELLOWPERCH,2,3
BM,2005,VGN019,CISCO,2,15
BM,2005,VGN019,WALLEYE,2,1
BM,2005,VGN038,CISCO,2,7
BM,2005,VGN038,WALLEYE,2,1
BM,2005,VGN051,CISCO,2,1
BM,2005,VGN051,WALLEYE,2,1
BM,2005,VGN064,CISCO,2,2
BM,2005,VGN064,WALLEYE,2,1
BM,2006,BSEINE,BLACKNOSESHINER,12,1
BM,2006,BSEINE,BLUEGILL,12,10
BM,2006,BSEINE,BLUNTNOSEMINNOW,12,28
BM,2006,BSEINE,BURBOT,12,1
BM,2006,BSEINE,MIMICSHINER,12,5
BM,2006,BSEINE,MUSKELLUNGE,12,1
BM,2006,BSEINE,PUMPKINSEED,12,6
BM,2006,BSEINE,ROCKBASS,12,51
BM,2006,BSEINE,SMALLMOUTHBASS,12,146
BM,2006,BSEINE,WALLEYE,12,18
BM,2006,BSEINE,YELLOWPERCH,12,254
BM,2006,CRAYTR,ROCKBASS,18,2
BM,2006,ELFISH,BLACKNOSESHINER,3,42
BM,2006,ELFISH,BLUEGILL,3,2
BM,2006,ELFISH,JOHNNYDARTER,3,3
BM,2006,ELFISH,MIMICSHINER,3,40
BM,2006,ELFISH,NORTHERNPIKE,3,1
BM,2006,ELFISH,ROCKBASS,3,9
BM,2006,ELFISH,SMALLMOUTHBASS,3,107
BM,2006,ELFISH,WALLEYE,3,230
BM,2006,ELFISH,WHITESUCKER,3,3
BM,2006,ELFISH,YELLOWPERCH,3,181
BM,2006,FYKNET,BLUEGILL,5,9
BM,2006,FYKNET,BLUNTNOSEMINNOW,5,43
BM,2006,FYKNET,IOWADARTER,5,1
BM,2006,FYKNET,LARGEMOUTHBASS,5,1
BM,2006,FYKNET,MUSKELLUNGE,5,1
BM,2006,FYKNET,PUMPKINSEED,5,2
BM,2006,FYKNET,ROCKBASS,5,23
BM,2006,FYKNET,SMALLMOUTHBASS,5,26
BM,2006,FYKNET,WALLEYE,5,2
BM,2006,FYKNET,YELLOWPERCH,5,158
BM,2006,TRAMML,NORTHERNPIKE,2,1
BM,2006,TRAMML,ROCKBASS,2,11
BM,2006,TRAMML,SMALLMOUTHBASS,2,5
BM,2006,TRAMML,WALLEYE,2,13
BM,2006,TRAMML,WHITESUCKER,2,3
BM,2006,TRAMML,YELLOWPERCH,2,3
BM,2006,VGN019,CISCO,2,43
BM,2006,VGN019,WALLEYE,2,18
BM,2006,VGN025,CISCO,2,1
BM,2006,VGN025,WALLEYE,2,24
BM,2006,VGN032,CISCO,2,6
BM,2006,VGN032,WALLEYE,2,6
BM,2006,VGN038,CISCO,2,4
BM,2006,VGN038,WALLEYE,2,1
BM,2006,VGN051,CISCO,2,5
BM,2006,VGN051,WALLEYE,2,1
BM,2006,VGN064,CISCO,2,2
BM,2007,BSEINE,BLACKNOSESHINER,12,14
BM,2007,BSEINE,BLUNTNOSEMINNOW,12,32
BM,2007,BSEINE,JOHNNYDARTER,12,1
BM,2007,BSEINE,MIMICSHINER,12,12
BM,2007,BSEINE,ROCKBASS,12,11
BM,2007,BSEINE,SMALLMOUTHBASS,12,211
BM,2007,BSEINE,WALLEYE,12,1
BM,2007,BSEINE,WHITESUCKER,12,141
BM,2007,BSEINE,YELLOWPERCH,12,596
BM,2007,CRAYTR,SMALLMOUTHBASS,18,2
BM,2007,ELFISH,BLACKNOSESHINER,3,132
BM,2007,ELFISH,BLUNTNOSEMINNOW,3,11
BM,2007,ELFISH,JOHNNYDARTER,3,9
BM,2007,ELFISH,MIMICSHINER,3,2
BM,2007,ELFISH,ROCKBASS,3,2
BM,2007,ELFISH,SMALLMOUTHBASS,3,14
BM,2007,ELFISH,WALLEYE,3,29
BM,2007,ELFISH,WHITESUCKER,3,2
BM,2007,ELFISH,YELLOWPERCH,3,50
BM,2007,FYKNET,BLUNTNOSEMINNOW,6,10
BM,2007,FYKNET,JOHNNYDARTER,6,13
BM,2007,FYKNET,MIMICSHINER,6,79
BM,2007,FYKNET,MOTTLEDSCULPIN,6,1
BM,2007,FYKNET,PUMPKINSEED,6,2
BM,2007,FYKNET,ROCKBASS,6,29
BM,2007,FYKNET,SMALLMOUTHBASS,6,10
BM,2007,FYKNET,WALLEYE,6,1
BM,2007,FYKNET,WHITESUCKER,6,146
BM,2007,FYKNET,YELLOWPERCH,6,194
BM,2007,TRAMML,ROCKBASS,2,8
BM,2007,TRAMML,SMALLMOUTHBASS,2,14
BM,2007,TRAMML,WALLEYE,2,7
BM,2007,TRAMML,YELLOWPERCH,2,8
BM,2007,VGN019,CISCO,2,13
BM,2007,VGN019,WALLEYE,2,4
BM,2007,VGN025,CISCO,2,2
BM,2007,VGN025,WALLEYE,2,2
BM,2007,VGN032,CISCO,2,2
BM,2007,VGN032,WALLEYE,2,7
BM,2007,VGN038,CISCO,2,3
BM,2007,VGN038,WALLEYE,2,10
BM,2007,VGN051,CISCO,2,2
BM,2007,VGN051,WALLEYE,2,2
BM,2007,VGN064,WALLEYE,2,2
BM,2007,VGN089,CISCO,2,1
BM,2007,VGN089,WALLEYE,2,2
BM,2008,BSEINE,BLACKNOSESHINER,10,24
BM,2008,BSEINE,BLUEGILL,10,1
BM,2008,BSEINE,BLUNTNOSEMINNOW,10,4
BM,2008,BSEINE,BURBOT,10,3
BM,2008,BSEINE,JOHNNYDARTER,10,4
BM,2008,BSEINE,LARVALFISH,10,1
BM,2008,BSEINE,MIMICSHINER,10,102
BM,2008,BSEINE,MOTTLEDSCULPIN,10,2
BM,2008,BSEINE,MUSKELLUNGE,10,1
BM,2008,BSEINE,ROCKBASS,10,20
BM,2008,BSEINE,SMALLMOUTHBASS,10,23
BM,2008,BSEINE,WALLEYE,10,69
BM,2008,BSEINE,WHITESUCKER,10,250
BM,2008,BSEINE,YELLOWPERCH,10,19182
BM,2008,CRAYTR,BURBOT,18,1
BM,2008,CRAYTR,SMALLMOUTHBASS,18,1
BM,2008,ELFISH,MIMICSHINER,3,19
BM,2008,ELFISH,ROCKBASS,3,3
BM,2008,ELFISH,SMALLMOUTHBASS,3,7
BM,2008,ELFISH,WALLEYE,3,17
BM,2008,ELFISH,WHITESUCKER,3,6
BM,2008,ELFISH,YELLOWPERCH,3,10
BM,2008,FYKNET,BLUNTNOSEMINNOW,6,21
BM,2008,FYKNET,BURBOT,6,4
BM,2008,FYKNET,JOHNNYDARTER,6,3
BM,2008,FYKNET,MIMICSHINER,6,86
BM,2008,FYKNET,ROCKBASS,6,21
BM,2008,FYKNET,SMALLMOUTHBASS,6,48
BM,2008,FYKNET,WHITESUCKER,6,65
BM,2008,FYKNET,YELLOWPERCH,6,2700
BM,2008,TRAMML,NORTHERNPIKE,2,7
BM,2008,TRAMML,ROCKBASS,2,12
BM,2008,TRAMML,SMALLMOUTHBASS,2,3
BM,2008,TRAMML,WALLEYE,2,1
BM,2008,TRAMML,YELLOWPERCH,2,12
BM,2008,VGN019,WALLEYE,2,9
BM,2008,VGN019,YELLOWPERCH,2,1
BM,2008,VGN025,YELLOWPERCH,2,2
BM,2008,VGN032,CISCO,2,1
BM,2008,VGN032,WALLEYE,2,4
BM,2008,VGN038,CISCO,2,1
BM,2008,VGN038,WALLEYE,2,2
BM,2008,VGN051,CISCO,2,1
BM,2008,VGN051,WALLEYE,2,6
BM,2008,VGN064,WALLEYE,2,4
BM,2008,VGN089,CISCO,2,1
BM,2009,BSEINE,BLUNTNOSEMINNOW,8,5
BM,2009,BSEINE,JOHNNYDARTER,8,14
BM,2009,BSEINE,MOTTLEDSCULPIN,8,6
BM,2009,BSEINE,ROCKBASS,8,4
BM,2009,BSEINE,SMALLMOUTHBASS,8,60
BM,2009,BSEINE,WALLEYE,8,3
BM,2009,BSEINE,WHITESUCKER,8,114
BM,2009,BSEINE,YELLOWPERCH,8,4999
BM,2009,CRAYTR,BLUNTNOSEMINNOW,17,1
BM,2009,CRAYTR,MIMICSHINER,17,2
BM,2009,CRAYTR,ROCKBASS,17,1
BM,2009,CRAYTR,SMALLMOUTHBASS,17,1
BM,2009,CRAYTR,YELLOWPERCH,17,2
BM,2009,ELFISH,BLUNTNOSEMINNOW,3,16
BM,2009,ELFISH,BURBOT,3,2
BM,2009,ELFISH,JOHNNYDARTER,3,3
BM,2009,ELFISH,MIMICSHINER,3,93
BM,2009,ELFISH,MOTTLEDSCULPIN,3,3
BM,2009,ELFISH,MUSKELLUNGE,3,1
