"lakeid","year4","sta","depth","taxon","nreps","avg_ind","stdev_ind","avg_ind_per_m2","stdev_ind_per_m2","avg_ind_per_m3","stdev_ind_per_m3"
"AL",2022,1,6.5,"CHAOBORUS LARVAE",5,1239.4,268.49,1578.05,341.86,242.78,52.59
"AL",2022,1,6.5,"CHAOBORUS PUPAE",5,181.6,36.72,231.22,46.75,35.57,7.19
"AL",2022,1,6.5,"LEPTODORA",5,2.8,1.6,3.57,2.04,0.55,0.31
"AL",2022,1,6.5,"MYSIS",5,0,0,0,0,0,0
"BM",2022,1,17,"BYTHOTREPHES",5,0.2,0.4,0.25,0.51,0.01,0.03
"BM",2022,1,17,"CHAOBORUS LARVAE",5,279,27.9,355.23,35.52,20.9,2.09
"BM",2022,1,17,"CHAOBORUS PUPAE",5,7.2,1.33,9.17,1.69,0.54,0.1
"BM",2022,1,17,"LEPTODORA",5,14.2,11.11,18.08,14.14,1.06,0.83
"BM",2022,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2022,1,1.75,"BYTHOTREPHES",5,0,0,0,0,0,0
"CB",2022,1,1.75,"CHAOBORUS LARVAE",5,8,5.1,10.19,6.49,5.82,3.71
"CB",2022,1,1.75,"CHAOBORUS PUPAE",5,1.6,1.85,2.04,2.36,1.16,1.35
"CB",2022,1,1.75,"LEPTODORA",5,0.6,0.8,0.76,1.02,0.44,0.58
"CB",2022,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2022,1,18,"BYTHOTREPHES",5,0,0,0,0,0,0
"CR",2022,1,18,"CHAOBORUS LARVAE",5,18.8,14.88,23.94,18.94,1.33,1.05
"CR",2022,1,18,"CHAOBORUS PUPAE",5,2.8,2.14,3.57,2.72,0.2,0.15
"CR",2022,1,18,"LEPTODORA",5,473.2,276.78,602.5,352.41,33.47,19.58
"CR",2022,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2022,1,17,"BYTHOTREPHES",5,0,0,0,0,0,0
"SP",2022,1,17,"CHAOBORUS LARVAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"SP",2022,1,17,"CHAOBORUS PUPAE",5,0.4,0.49,0.51,0.62,0.03,0.04
"SP",2022,1,17,"LEPTODORA",5,57.4,14.07,73.08,17.91,4.3,1.05
"SP",2022,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2022,1,6.5,"BYTHOTREPHES",5,0,0,0,0,0,0
"TB",2022,1,6.5,"CHAOBORUS LARVAE",5,1.8,0.75,2.29,0.95,0.35,0.15
"TB",2022,1,6.5,"CHAOBORUS PUPAE",5,0.4,0.49,0.51,0.62,0.08,0.1
"TB",2022,1,6.5,"LEPTODORA",5,0.6,0.8,0.76,1.02,0.12,0.16
"TB",2022,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2022,4,10,"BYTHOTREPHES",3,248.67,17.99,316.61,22.9,31.66,2.29
"TR",2022,4,10,"CHAOBORUS LARVAE",3,1.33,1.25,1.7,1.59,0.17,0.16
"TR",2022,4,10,"CHAOBORUS PUPAE",3,4,0,5.09,0,0.51,0
"TR",2022,4,10,"LEPTODORA",3,120.33,37.33,153.21,47.53,15.32,4.75
"TR",2022,4,10,"MYSIS",3,0.33,0.47,0.42,0.6,0.04,0.06
"TR",2022,5,15,"BYTHOTREPHES",3,585.67,240.79,745.69,306.58,49.71,20.44
"TR",2022,5,15,"CHAOBORUS LARVAE",3,3,1.63,3.82,2.08,0.25,0.14
"TR",2022,5,15,"CHAOBORUS PUPAE",3,21,3.27,26.74,4.16,1.78,0.28
"TR",2022,5,15,"LEPTODORA",3,69.33,31.63,88.28,40.27,5.89,2.68
"TR",2022,5,15,"MYSIS",3,34.67,14.61,44.14,18.61,2.94,1.24
"TR",2022,6,20,"BYTHOTREPHES",3,352.33,62.49,448.6,79.57,22.43,3.98
"TR",2022,6,20,"CHAOBORUS LARVAE",3,6,2.83,7.64,3.6,0.38,0.18
"TR",2022,6,20,"CHAOBORUS PUPAE",3,14,2.83,17.83,3.6,0.89,0.18
"TR",2022,6,20,"LEPTODORA",3,82.67,14.88,105.25,18.95,5.26,0.95
"TR",2022,6,20,"MYSIS",3,46,12.03,58.57,15.31,2.93,0.77
"TR",2022,7,25,"BYTHOTREPHES",3,690.33,250.87,878.96,319.42,35.16,12.78
"TR",2022,7,25,"CHAOBORUS LARVAE",3,8.67,3.3,11.03,4.2,0.44,0.17
"TR",2022,7,25,"CHAOBORUS PUPAE",3,53.67,15.97,68.33,20.33,2.73,0.81
"TR",2022,7,25,"LEPTODORA",3,131.33,29.1,167.22,37.05,6.69,1.48
"TR",2022,7,25,"MYSIS",3,69,15.12,87.85,19.25,3.51,0.77
"TR",2022,2,32,"BYTHOTREPHES",5,70.2,12.46,89.38,15.87,2.79,0.5
"TR",2022,2,32,"CHAOBORUS LARVAE",5,13.6,6.25,17.32,7.96,0.54,0.25
"TR",2022,2,32,"CHAOBORUS PUPAE",5,3.2,1.17,4.07,1.48,0.13,0.05
"TR",2022,2,32,"LEPTODORA",5,167,23,212.63,29.28,6.64,0.91
"TR",2022,2,32,"MYSIS",5,0,0,0,0,0,0
"AL",2023,1,6.5,"BYTHOTREPHES",5,0,0,0,0,0,0
"AL",2023,1,6.5,"CHAOBORUS LARVAE",5,993,263.2,1264.33,335.11,194.51,51.56
"AL",2023,1,6.5,"CHAOBORUS PUPAE",5,82.2,26.84,104.66,34.18,16.1,5.26
"AL",2023,1,6.5,"LEPTODORA",5,0.6,0.8,0.76,1.02,0.12,0.16
"AL",2023,1,6.5,"MYSIS",5,0,0,0,0,0,0
"BM",2023,1,17,"BYTHOTREPHES",5,0,0,0,0,0,0
"BM",2023,1,17,"CHAOBORUS LARVAE",5,265.6,83.89,338.17,106.81,19.89,6.28
"BM",2023,1,17,"CHAOBORUS PUPAE",5,13.8,11.44,17.57,14.57,1.03,0.86
"BM",2023,1,17,"LEPTODORA",5,1.6,2.73,2.04,3.47,0.12,0.2
"BM",2023,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2023,1,1.75,"BYTHOTREPHES",5,0,0,0,0,0,0
"CB",2023,1,1.75,"CHAOBORUS LARVAE",5,43.2,25.46,55,32.42,31.43,18.52
"CB",2023,1,1.75,"CHAOBORUS PUPAE",5,5.8,2.64,7.38,3.36,4.22,1.92
"CB",2023,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2023,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2023,1,18,"BYTHOTREPHES",5,0,0,0,0,0,0
"CR",2023,1,18,"CHAOBORUS LARVAE",5,1,0.89,1.27,1.14,0.07,0.06
"CR",2023,1,18,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"CR",2023,1,18,"LEPTODORA",5,55.2,29.14,70.28,37.11,3.9,2.06
"CR",2023,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2023,1,17,"BYTHOTREPHES",5,0,0,0,0,0,0
"SP",2023,1,17,"CHAOBORUS LARVAE",5,0.4,0.49,0.51,0.62,0.03,0.04
"SP",2023,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2023,1,17,"LEPTODORA",5,93.4,20.66,118.92,26.3,7,1.55
"SP",2023,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2023,1,6.5,"BYTHOTREPHES",5,0,0,0,0,0,0
"TB",2023,1,6.5,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2023,1,6.5,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2023,1,6.5,"LEPTODORA",5,0,0,0,0,0,0
"TB",2023,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2023,4,10,"BYTHOTREPHES",3,1,0.82,1.27,1.04,0.13,0.1
"TR",2023,4,10,"CHAOBORUS LARVAE",3,1.67,1.25,2.12,1.59,0.21,0.16
"TR",2023,4,10,"CHAOBORUS PUPAE",3,2,1.41,2.55,1.8,0.25,0.18
"TR",2023,4,10,"LEPTODORA",3,260.33,103.78,331.47,132.14,33.15,13.21
"TR",2023,4,10,"MYSIS",3,169,79.26,215.18,100.92,21.52,10.09
"TR",2023,5,15,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2023,5,15,"CHAOBORUS LARVAE",3,2.33,1.25,2.97,1.59,0.2,0.11
"TR",2023,5,15,"CHAOBORUS PUPAE",3,0,0,0,0,0,0
"TR",2023,5,15,"LEPTODORA",3,221,99.5,281.39,126.69,18.76,8.45
"TR",2023,5,15,"MYSIS",3,178,58.66,226.64,74.68,15.11,4.98
"TR",2023,6,20,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2023,6,20,"CHAOBORUS LARVAE",3,3.33,1.25,4.24,1.59,0.21,0.08
"TR",2023,6,20,"CHAOBORUS PUPAE",3,0.67,0.47,0.85,0.6,0.04,0.03
"TR",2023,6,20,"LEPTODORA",3,195.67,21.7,249.13,27.63,12.46,1.38
"TR",2023,6,20,"MYSIS",3,252.67,28.11,321.71,35.79,16.09,1.79
"TR",2023,7,25,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2023,7,25,"CHAOBORUS LARVAE",3,3.67,1.89,4.67,2.4,0.19,0.1
"TR",2023,7,25,"CHAOBORUS PUPAE",3,0.67,0.47,0.85,0.6,0.03,0.02
"TR",2023,7,25,"LEPTODORA",3,216.67,66.24,275.87,84.34,11.03,3.37
"TR",2023,7,25,"MYSIS",3,134.33,34.12,171.04,43.44,6.84,1.74
"TR",2023,2,32,"BYTHOTREPHES",5,0.4,0.49,0.51,0.62,0.02,0.02
"TR",2023,2,32,"CHAOBORUS LARVAE",5,6.6,2.24,8.4,2.86,0.26,0.09
"TR",2023,2,32,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.01,0.02
"TR",2023,2,32,"LEPTODORA",5,331.4,70.66,421.95,89.96,13.19,2.81
"TR",2023,2,32,"MYSIS",5,0,0,0,0,0,0
